cons,pros,summary,advice-to-mgmt,overall-ratings,work-balance-stars,culture-values-stars,carrer-opportunities-stars,comp-benefit-stars,senior-mangemnet-stars,company
2.875,4.266666667,3,3,4,none,none,none,none,none,apple
3.778571429,3.596590909,3.368181818,3,5,5,5,5,5,5,apple
4.4,3.866666667,3,3,5,5,5,5,5,5,apple
3.022222222,3.283333333,3,4.82,4,3,4,2,3,3,apple
4,3.4,3,3,5,none,none,none,none,none,apple
3.068181818,3.7,3.714285714,3,4,4,3,3,3,3,apple
3.05,3.46,3,3.668181818,3,3,1,1,5,3,apple
2.894807692,4.011111111,3,2.8,3,2,3,3,3,2,apple
3,3.475,3,3,3,5,5,3,3,2,apple
3,3,3,3,5,none,none,none,none,none,apple
3.56,4.022222222,5,3.214285714,5,5,5,4,5,5,apple
2.666666667,2.85,4.6,3,4,3,4,5,5,3,apple
2.416666667,3,3,2.5,5,5,5,5,5,5,apple
4.4,4.82,3.86,3,5,4,4,5,4,4,apple
3,3.666666667,3.5,3.565,4,5,5,5,5,5,apple
2.666666667,4.111111111,4.6,3,4,5,5,4,4,4,apple
2.8,3.733333333,3,3,3,2,3,3,5,3,apple
2.65,4.5,4,2.666666667,3,4,2,2,3,1,apple
3,2.75,4.6,3,5,4,5,1,4,5,apple
2.88,3.302380952,3.508333333,4,4,3,5,2,4,2,apple
3.154,4.4,4.4,3,3,3,3,3,4,4,apple
3.118327829,3.624242424,3,3.495416667,2,2,1,3,2,3,apple
2.853619048,4,4.8,3,4,4,3,5,5,3,apple
2.999974026,3,3.3,4,4,4,5,2,3,5,apple
2.885714286,4.6,4.014285714,3,4,4,5,4,5,5,apple
3,3.8,3,3.5,5,4,5,4,5,3,apple
2.927272727,3,3,3,2,none,none,none,none,none,apple
3,3.3,5,3,5,5,5,5,5,5,apple
2.488636364,4.333333333,3,3.2,3,1,3,3,3,3,apple
3.16,2.9,4.208888889,4,5,3,5,4,4,4,apple
4.4,3.4,4.3,3,4,4,4,4,4,4,apple
2.5125,3.8,4.4,3,3,1,3,1,4,2,apple
2.8,3.2,3.9,3.36,3,3,4,3,3,1,apple
3.3625,4.2,3.8,3.7,3,3,3,1,3,1,apple
3,4.6,3,3,1,4,5,5,4,3,apple
3.2,4.2,3,3.2,3,3,2,3,3,1,apple
3.666666667,3.833333333,4.4,3,3,4,3,4,3,3,apple
4.45,3.73030303,4.6,3,5,4,5,3,4,4,apple
2,3.3,3,3,4,4,5,4,3,4,apple
3.333333333,4.05,1.2,3,1,1,1,1,1,1,apple
2.2,4.733333333,3.8,4.4,5,5,5,5,5,5,apple
3,4.2,4.4,3,4,4,5,2,4,2,apple
3,3,3,3,3,3,3,3,3,4,apple
3.3,4.033333333,3,3.8,5,5,5,4,3,5,apple
2.625,4.666666667,4.4,3,4,5,5,2,4,4,apple
3,4.4,3,3,4,4,4,4,3,4,apple
3,2.5,3.1,3,5,4,5,3,3,5,apple
4,4.2,3,3,5,3,3,5,5,5,apple
3.716666667,4.6,2.857142857,3,5,none,none,none,none,none,apple
2.34,3.8,4.533333333,3.6,5,4,5,4,5,5,apple
3.15,4.6,3,3,5,3,3,3,2,3,apple
2.5625,3.8,5,3,5,4,5,5,5,5,apple
4.56,4.6,3,3,5,none,none,none,none,none,apple
3.1,3.7,3.6,3.5,2,5,1,1,5,1,apple
3,3,4.4,4,4,4,4,2,4,4,apple
3,4.3,4.82,3,5,4,5,5,5,5,apple
3.024404762,3.866666667,3,3.196969697,2,1,2,1,2,1,apple
2.5,3.83,4.4,3,3,2,4,1,4,1,apple
3.175,4.233333333,4.6,3,4,2,5,2,4,1,apple
2.4,4.8,3,3.745714286,4,3,3,3,3,3,apple
2.712115385,4.69,3,4.82,3,3,3,3,3,3,apple
4,4,4.2,3,4,3,3,4,3,4,apple
2.625,4.066666667,3,3.16,4,2,5,3,3,4,apple
2.4,4.1,4.6,3,5,4,5,4,5,4,apple
2.866666667,2.9,3,3.24,1,1,1,1,4,1,apple
2.8,3.965079365,3,3,3,2,3,2,5,2,apple
2.416666667,4.066666667,3.308333333,3,5,2,5,1,5,4,apple
3.204166667,4.266666667,3.562962963,3,4,4,5,2,4,4,apple
2.5,3.3,3.75,3,4,4,5,4,4,4,apple
3.32,4.133333333,3.733333333,3.65,4,2,4,5,3,4,apple
2.946263736,3.714285714,4.6,3.466666667,4,2,4,3,4,2,apple
2.966109023,4.066666667,2.9,3.273333333,2,2,3,2,3,2,apple
2.95,3.403333333,2.7,3,3,2,1,2,4,2,apple
3.35,4,3.7375,3,3,3,5,2,4,3,apple
3.454545455,4.05,3,3,5,4,4,4,3,4,apple
3.4,4.6,4.1,3.653125,3,4,3,2,2,4,apple
3.022222222,4.422222222,4.6,3.6,5,4,5,3,3,5,apple
3,3.7,3,3,3,3,2,3,4,2,apple
2.9,4.4,3,3,5,4,3,3,5,4,apple
3.866666667,4.05,4.075,4,4,5,5,3,4,4,apple
3.166666667,3.616666667,3.746428571,3.344444444,4,2,4,4,3,3,apple
3.451984127,4.033333333,3.3,3,4,4,5,3,3,4,apple
3.118181818,4.002564103,4.75,3.504444444,4,4,4,3,4,3,apple
3.625,3.918181818,5,3,5,5,5,5,5,5,apple
3.8,4.6,3.75,3,3,4,3,1,4,3,apple
3,4.4,3.2,3.524242424,2,1,1,1,3,2,apple
2.98,4.28,2.825,3.5,2,1,4,1,1,1,apple
2.416666667,4,4.4,4,3,3,3,3,3,3,apple
2.861477411,3.066666667,3,2.906666667,1,1,3,2,2,1,apple
2.520833333,4.16875,3.1,4,4,2,4,2,4,2,apple
2.666666667,3.360909091,3.4,3,4,none,none,none,none,none,apple
3.16,3.453333333,3,3,2,1,2,3,4,3,apple
3.75,4,4,3,5,2,5,4,4,5,apple
3.3,3.52,4,3,1,3,5,5,5,3,apple
1.783333333,4.014285714,1.6,3,1,1,1,1,1,1,apple
3.239047619,3.7,3,2.566666667,5,4,5,4,4,4,apple
3.4,3.066666667,4.4,3,4,2,5,2,4,3,apple
2,4.4,3.6,3.666666667,4,3,4,3,4,4,apple
2.56,3.588095238,3.9,3,4,2,4,4,5,4,apple
3.333333333,4.2,3,3,5,3,5,5,4,4,apple
2.90952381,4.033333333,4.6,3,4,5,5,2,4,4,apple
3,4.2,4.4,3,3,2,5,3,5,3,apple
3.075,3.56,4.6,4,4,3,5,3,4,4,apple
3.733333333,3.4,3.466666667,4.2,1,1,1,1,1,1,apple
3.035185185,3.8,4.75,3,3,4,3,3,2,1,apple
3.666666667,3.96,3.5,3.983333333,5,5,5,2,5,1,apple
3.229230769,3.971428571,3,3.514444444,4,5,5,1,3,5,apple
2.416666667,3.15,5,2.875,2,2,1,1,3,1,apple
2.098958333,3,4.25,3,2,1,1,1,1,1,apple
2.75,4.076190476,3,3,5,none,none,none,5,none,apple
3.133333333,3.666666667,3,3,4,4,4,4,5,3,apple
3.033333333,3.311111111,3,3,5,none,none,none,none,none,apple
3.086666667,3.8625,3.562962963,3.608712121,3,3,4,2,4,1,apple
2.9,4.3,3,3,3,3,1,3,3,2,apple
2.2,4.266666667,3,3,5,3,5,1,5,4,apple
2.857142857,4.6,3,4.4,5,3,5,3,5,4,apple
3,3.272727273,3.472222222,3,3,none,none,none,none,none,apple
3.457142857,3.25,3,3.7,4,4,4,5,5,3,apple
4,3,4.5,4,4,3,none,4,4,3,apple
2.877356902,4.058571429,3.9,3.404761905,3,2,2,2,3,2,apple
2,3.66,4.6,3,5,5,5,5,5,5,apple
4.2,4.8,4.6,3.8,5,4,5,5,5,5,apple
2.9,3.5,4,3.466666667,3,3,3,3,4,2,apple
2.5,3.725,3,3,4,4,5,4,5,3,apple
3,3.7,4.6,3,5,4,5,4,4,5,apple
3.181666667,4.133333333,3,3.15,4,4,3,3,5,4,apple
2,4.6,4.6,3,4,5,5,3,5,5,apple
3.325,4.5,3.8,3,5,4,5,3,5,2,apple
2.5,3.665714286,4.267857143,3,5,2,4,3,4,3,apple
3,3.4,3.266666667,3,3,3,3,2,2,3,apple
2.673333333,3.066666667,2.75,3,4,4,4,2,4,4,apple
3.156914657,3.514285714,3,3.48375,2,1,2,1,4,1,apple
2.929166667,4.6,3.016190476,3.16,3,2,5,2,2,4,apple
3.091843068,3.780555556,3,3.066666667,1,2,3,1,4,2,apple
2.666666667,4.4,4.4,3,3,3,2,2,3,4,apple
3.233333333,3,2.9,3.385185185,1,1,2,2,2,2,apple
1.6,3.635428571,3.2,2.7,3,2,4,2,3,1,apple
2.8125,4.3,3.5125,3,4,3,4,3,4,3,apple
3.186666667,3,3,2.8125,1,3,2,1,3,1,apple
3.45,3.79047619,3,3.333333333,4,3,4,5,4,3,apple
3.03558566,4.6,3,2.949148479,1,1,1,1,3,1,apple
2.954659864,3.4,3,3.093518519,1,1,1,1,1,1,apple
3.146296296,4.5,4.4,3,3,3,5,3,3,5,apple
2.93375,4,4.4,2,2,1,3,4,none,4,apple
3.666666667,3,2.2,3,1,2,1,1,2,1,apple
2.35,4.2,4.2,2.6,3,3,5,1,5,3,apple
3.333333333,4,1.5,3,3,2,3,1,5,1,apple
3.533333333,3.519047619,4.6,2.633333333,4,5,5,3,3,5,apple
3.4,3.575,3,3,4,3,2,4,3,1,apple
3.141666667,3.858333333,3.2,4,3,4,5,1,3,3,apple
1.666666667,4.6,4.2,4.6,4,none,none,none,none,none,apple
3.675,3.394285714,3.822222222,2.975,4,3,3,4,3,2,apple
3.25,4.6,5,3,4,4,5,3,5,5,apple
3,3.666666667,3,3.5,3,3,3,3,3,3,apple
3,3.454545455,4.333333333,3.275,3,3,4,3,2,3,apple
3,4.4,3,3,1,1,1,1,3,1,apple
2.95,4.183333333,5,3.208333333,5,5,4,5,5,3,apple
3.824,3.866666667,3,3.15,5,4,5,4,5,5,apple
2.988425325,3.555555556,3,3.755555556,1,1,2,1,1,2,apple
4,3.675,4,3,4,3,4,1,3,3,apple
4.2,5,5,3,5,5,4,3,5,3,apple
3.425925926,4.45,3.6,3,3,2,5,3,5,3,apple
3,4.4,4.4,3,4,4,4,4,4,4,apple
2.957142857,3,4.6,3.542857143,3,5,4,1,4,1,apple
3.024375,3.9,3,3,3,3,4,2,5,4,apple
5,5,3,3,4,5,5,5,5,5,apple
3.5,4.61,3.022222222,4.4,4,4,3,3,5,2,apple
3.928571429,4.133333333,4,3,5,3,5,3,5,5,apple
2.896464646,4.15,4.6,3,5,3,4,4,4,3,apple
3.219444444,3,4.4,3,3,4,4,3,4,1,apple
2.4,5,5,4,5,5,5,5,5,5,apple
3.278439153,3.511450801,3.552380952,3.400581818,4,4,4,2,4,3,apple
3.222222222,3.218181818,3,3,4,3,3,3,4,3,apple
2.522222222,3.8,4.6,3,5,2,5,4,4,5,apple
3,3.847916667,5,3,5,5,5,4,4,5,apple
2.416666667,3,4.6,3,5,5,5,5,5,4,apple
2.969047619,4.55,3.728571429,4.6,3,5,5,1,4,5,apple
3.046296296,3.876190476,3,3,2,3,1,2,4,1,apple
2,5,4.6,3,5,4,5,5,5,5,apple
3.24,4,3,3,5,5,5,4,4,5,apple
3.055,3.616666667,4.2,3.4,5,5,5,5,5,5,apple
2.9,5,4.6,2.2,3,1,3,1,3,1,apple
2.8,2.9,2.733333333,1.1,3,1,2,2,3,1,apple
2.871666667,3.8375,4.6,3,5,5,3,3,5,3,apple
3.089285714,3.5,3,3,3,5,4,4,4,4,apple
3.072222222,3.666666667,4.4,3,5,5,5,5,5,5,apple
4.2,4.4,3,3.5,5,5,5,4,4,5,apple
3.1,4.6,4,3.25,4,2,4,3,3,1,apple
3.033333333,3.409090909,3,3,2,3,1,1,1,1,apple
3,3,1.8,3,3,3,1,3,3,2,apple
3,2.6,3,3,5,none,none,none,none,none,apple
3.1,4.374545455,4.6,3,4,4,5,5,4,4,apple
2.7625,4,3.7,3,4,2,4,3,3,4,apple
3.4,2.75,3.333333333,3,5,4,5,4,4,4,apple
3.3,3.546666667,3.1,3.674458874,4,3,5,2,3,4,apple
2.932444444,3.698333333,3.9,3.866666667,4,4,4,2,4,3,apple
3.066066017,3.44,3,3.365151515,5,4,4,2,1,1,apple
2.4,4.4,3,3,3,none,none,none,none,none,apple
3.088571429,3.5,4.6,3,4,4,4,3,4,3,apple
2.46,3.7,3,3,5,none,none,none,none,none,apple
2.766619048,3.476190476,4,3.413888889,4,4,5,4,3,3,apple
2.744,4.2,5,3.642857143,4,5,5,3,5,4,apple
2.666666667,4.55,2,3,1,1,3,3,1,3,apple
3,4.187755102,5,3,5,5,5,3,5,3,apple
3.627083333,4.15,3,3,4,1,3,4,5,4,apple
3.4,3.6,4.6,3,5,5,5,5,5,5,apple
3.186666667,4.04,3,3,3,2,4,3,4,4,apple
2.5,4.4,1,3,1,1,1,1,3,1,apple
3.5125,4.004761905,4.4,3,4,4,5,3,5,4,apple
2.705555556,3.385714286,3.7,3.108333333,4,3,4,4,5,1,apple
3.673611111,3.7,3.8,3,4,3,4,3,4,1,apple
3.253333333,3.555555556,3,3.833333333,4,3,4,5,5,5,apple
2.95,3.8,3,4,3,none,none,none,none,none,apple
3.225,3.355555556,3,2.825,2,2,3,2,3,3,apple
3,3.738636364,4,3,5,4,5,4,4,4,apple
3.5,4.4,3,3,4,4,5,3,4,5,apple
2.055681818,3.436363636,4.666666667,3,5,4,5,5,5,4,apple
3.234253247,3.552020202,3,3.333333333,3,3,4,2,5,3,apple
1,5,3,3,5,3,5,5,5,4,apple
3.167857143,3.660588235,3.3,4.0375,5,5,5,4,5,5,apple
4,4.273333333,4.3,3,4,3,4,3,3,3,apple
3.397222222,3.767261905,3,3.533333333,3,4,4,3,2,3,apple
2.883333333,3.91875,3.416666667,3.608333333,4,4,5,2,5,5,apple
3,3.973333333,2.86,4,3,4,5,4,4,1,apple
3.466666667,5,4.6,4.6,5,5,5,4,5,5,apple
3.4,3.4,4.5,4,5,5,4,3,5,5,apple
2.9125,3.647222222,2.8,4,5,5,5,4,5,5,apple
3,4.6,4.2,4.4,5,4,5,5,5,5,apple
3.158,5,4,3,4,4,3,4,4,3,apple
4,3.645833333,4.6,3,5,3,4,4,4,4,apple
3.398611111,2.969444444,2.6,3.463333333,2,1,2,1,3,1,apple
3,4.71,3,3,5,none,5,none,none,none,apple
3.146666667,3.7,5,3,5,none,none,none,none,none,apple
2.7875,3.85,3.5,3,3,3,2,4,3,none,apple
2.847083333,4.1375,3,3.174545455,3,4,3,1,2,2,apple
3,3.557142857,2.416666667,4,2,1,1,3,3,2,apple
3.05,4.05,4.6,3,4,4,4,3,5,3,apple
4,3.4,4,3,5,5,5,5,5,5,apple
3,2.25,3,3.7,3,5,3,4,5,3,apple
3.28,3.659090909,3.571428571,2.983333333,3,3,4,4,4,3,apple
3,3.516666667,4,3,5,none,none,none,none,none,apple
2.8,4.2,3,3.671590909,3,3,3,2,3,2,apple
2.5,3,3,3,4,5,5,4,4,4,apple
3,3,3.783333333,3.5,3,3,3,2,2,3,apple
3,4.2,4,3,3,1,1,3,4,1,apple
3.45,4.4,4.2,3,5,none,none,none,none,none,apple
2.625,3,4.266666667,3,4,4,5,3,4,5,apple
3.041666667,4.258333333,3,3.1,3,3,4,1,3,1,apple
3.224819625,4.55,3,3,5,3,5,4,4,5,apple
2.615277778,3.935714286,3.4,3.458333333,3,2,4,3,2,3,apple
1,3.132,3.9,3,3,2,4,3,3,3,apple
2.1,4.2,3,3.933333333,2,4,2,1,5,1,apple
3.108939394,3.842857143,3.6,3.278571429,3,2,4,4,5,2,apple
3.061111111,4.066666667,3.4,2.902222222,4,4,5,2,5,2,apple
3.122803442,3.111111111,2,3,1,2,1,1,3,1,apple
3.313865546,3.7,3.8,3.688334987,2,2,3,1,4,2,apple
3,4.6,5,3,5,4,5,5,4,5,apple
2.271428571,3.571428571,4,4,4,3,3,2,3,3,apple
3,4.7,3.283333333,3,3,2,4,2,4,2,apple
3.7,4.6,3,3,4,none,none,none,none,none,apple
2.821965812,3.67585034,2.8,3.67,3,3,2,1,3,1,apple
3.101219512,3.790151515,3,3,3,5,2,2,4,2,apple
2.170833333,4.466666667,2.8,3,4,3,2,2,3,2,apple
2.241666667,4.6,4.6,3,4,3,4,3,2,2,apple
2.48,3.718181818,3,3,3,4,3,2,4,1,apple
3,3.292857143,3,4.4,5,3,4,2,4,2,apple
3.691666667,3.297153892,3.8,3.235416667,5,3,5,4,5,3,apple
3,3,3,3,4,3,4,3,4,3,apple
3.2,3.75,4.4,3.5,4,5,2,2,4,4,apple
3,1.571428571,4,3.18342246,1,2,1,4,4,1,apple
3.222222222,3.382539683,2.927272727,3.571875,3,2,5,1,4,2,apple
3.175,3.333333333,4.4,2.521428571,5,4,3,3,4,3,apple
3,4.8,4.2,3,5,4,5,3,3,4,apple
3.43,3.691666667,3,3.606666667,5,2,5,4,2,3,apple
2.594588745,4.4,3,3,1,1,1,2,4,1,apple
3.359863946,3.875,3,3.9,2,1,2,1,2,1,apple
3,3,3.8,3,3,3,5,2,4,3,apple
2.75,5,4.2,2.75,5,4,5,5,5,5,apple
2.557575758,3.375340136,5,3,4,4,5,5,4,4,apple
3,3.827272727,4.6,3,5,4,5,4,4,4,apple
3.833333333,3.8875,3,4.4,5,3,3,5,5,3,apple
2.4,3.766666667,3,3,1,1,1,1,1,1,apple
2.892857143,3,4.3,3,5,5,4,4,5,5,apple
3,3.88,3.95,3,5,3,3,3,3,4,apple
2.75,3.493333333,3.533333333,3.055555556,4,4,4,4,4,3,apple
2.5125,3,3,3,4,1,4,4,4,2,apple
2.9,3.8,3,4.2,3,3,4,2,3,2,apple
2.736519962,3.566666667,2.688888889,2.521428571,1,1,1,1,1,1,apple
3.071428571,3.325,3.683333333,3,4,2,5,2,3,4,apple
3.175,3.557142857,2.65,3,2,1,3,1,2,1,apple
3,4.375,3,3.5,4,5,5,5,5,5,apple
2.5,4.024242424,3,1.8,2,3,2,3,5,2,apple
4,3.333333333,4.6,3,4,4,3,3,4,3,apple
4.2,3.75,4.6,3,5,4,4,4,5,5,apple
3.25,4.4,3,3,4,3,4,4,3,3,apple
3.8,3.9632,2.416666667,3.4,5,4,5,5,4,5,apple
3,3.607575758,3,3,4,3,5,2,3,3,apple
2.79047619,4.142857143,3.333333333,3,3,5,3,2,3,3,apple
3.664909091,3.5,3,2.8,1,1,1,4,2,1,apple
3.98,4.1,4.6,3.075,4,4,4,3,4,4,apple
3.094791667,3.866666667,3.575,3.233333333,4,4,3,3,5,2,apple
3,4.6,2.2,3.6,2,4,5,1,2,1,apple
3.46,3.994557823,3.833333333,3.333333333,4,2,3,none,5,3,apple
2.464285714,3,2,3,1,1,1,1,1,1,apple
3.057575758,4.3,3.466666667,3,4,4,5,3,4,4,apple
2.974074074,3.5,3.333333333,3.542857143,4,1,4,1,4,4,apple
3.4,4.4,5,3,5,5,5,5,5,5,apple
3.4,4.6,4,4.4,4,5,4,4,3,3,apple
2.78125,3.9,3.0625,3,5,4,5,5,5,5,apple
2.616666667,4.333333333,3.783333333,3.066666667,4,4,4,4,3,3,apple
3,3,4.2,4.2,4,4,5,3,3,3,apple
3.555555556,4.566666667,4.2,3,5,5,5,5,4,5,apple
3.6,3.681428571,3.9,3.6,5,5,5,3,5,5,apple
3,4.3,4.4,3,2,1,1,2,4,1,apple
2.966666667,3.253571429,4,3,4,4,4,4,3,4,apple
2.8,3.48989899,4.6,3,5,4,5,5,4,5,apple
3.2390625,3.833333333,3.7,3,3,2,4,4,4,2,apple
2.7,3.325,5,3.8,5,5,5,5,5,4,apple
4.4,3.208,4.4,3.9,4,3,4,5,4,3,apple
2.847321429,3.548655462,3.290909091,3.353246753,4,2,4,3,3,2,apple
3.182272727,4.166666667,3.8,3.49047619,3,1,3,2,4,3,apple
3,3.983333333,3,3,4,4,5,3,4,4,apple
3,4.4,3,3,3,3,2,2,3,2,apple
2.978666667,3.5,2.8,3.290277778,2,1,1,2,3,2,apple
3.233333333,5,4,2.844444444,4,3,4,none,4,4,apple
3.575,3.537878788,3,4,5,4,5,3,5,4,apple
2.9,4.6,3,3,4,4,5,2,3,4,apple
2.8125,4.116666667,4.2,3,5,none,none,none,none,none,apple
2.758333333,3.76,3.8,5,5,3,5,3,5,5,apple
4.6,4.4,4.6,3,5,none,none,none,none,none,apple
3.2,3,4.6,4,4,3,4,3,4,3,apple
2.2,3.8,3,4,4,2,3,4,4,3,apple
3.4,4,3.6,3,5,5,5,5,5,5,apple
3,4.6,4.6,3,4,5,5,5,5,5,apple
3,4.1,3,4,3,3,5,4,3,4,apple
2.375,3.491666667,3.3,3.42,3,3,3,2,4,3,apple
2.805555556,3,3,2.75,1,1,1,1,1,1,apple
3.666666667,4.5,3.5,3.272727273,3,3,2,3,4,2,apple
3,4.6,4.3,4.6,5,4,5,5,5,5,apple
4.075,3.375,4.4,3,5,4,4,4,4,4,apple
3.5,3,3,3,5,none,none,none,none,none,apple
4.4,4,3,3,3,2,4,3,4,1,apple
2.981481481,4.4,3,3.314861111,3,2,3,1,4,1,apple
3.16,3.922328386,5,3,4,3,4,3,4,4,apple
2.916666667,3.272727273,4.6,3,5,3,4,3,4,5,apple
2.708333333,4.6,4.2,3,4,3,5,3,5,5,apple
3.041666667,3.571428571,4,3,5,4,5,5,5,4,apple
2.3,4.4,3,3,3,3,5,4,3,3,apple
2.4,3,3,3,3,none,none,none,none,none,apple
2.9,3,3,4,5,none,none,none,none,none,apple
3,4.2,3,5,5,none,none,none,none,none,apple
3.055187075,3.914285714,3,3,4,4,5,4,5,4,apple
3,3.4,4,4.75,5,5,5,5,5,5,apple
2.941564884,3.516666667,3,3.255247968,2,3,4,1,5,3,apple
5,3.652916667,4.085714286,3.353933333,4,2,3,4,5,4,apple
2.75,3.5,4.6,3,5,5,4,5,5,3,apple
1,4.15,3.1,3,2,3,1,2,2,2,apple
2.725,3.65,5,3.4,4,2,4,3,2,2,apple
2.1,4.266666667,3.2,4,4,none,none,none,none,none,apple
3.451298701,3.81038961,2.8,3,3,3,3,2,1,1,apple
2.812222222,3.738186813,4.4,3.272727273,4,2,5,3,4,3,apple
3,4.6,2.633333333,3,3,1,none,1,1,1,apple
3,4.4,3.7,3,5,none,none,none,none,none,apple
3.112424242,3.966666667,4,2.808333333,4,5,4,4,4,4,apple
2.8,3.175,3.666666667,2.933333333,3,3,2,3,2,1,apple
3.45,4,5,3,4,4,3,4,4,4,apple
3,4.6,3,3.1,3,none,none,none,none,none,apple
4.2,4.2,5,4.6,5,5,5,4,4,4,apple
3.55,4,3.7,3.422222222,4,5,4,3,4,4,apple
4.6,3.4,4,3,4,3,4,3,5,4,apple
3.046666667,3.827994228,3,3,3,2,3,2,4,3,apple
2.8125,3.473333333,4.4,4,4,5,4,2,5,2,apple
3.333333333,3.98,3,3,4,4,4,3,3,3,apple
4,3,3,3,5,5,5,5,5,5,apple
2.98,3.75,3,3,4,3,5,3,4,2,apple
3,4.363636364,2.9,3,4,2,5,5,5,3,apple
2.9,4.3,4.2,3,5,none,none,none,none,none,apple
3,3.9,3,3.9375,3,2,3,1,1,2,apple
2.7,4.311111111,3,3,4,none,none,none,none,none,apple
2.8,3.933333333,3,3,4,1,4,4,3,3,apple
3.333333333,3.35,4.8,3,5,5,5,5,5,5,apple
2.9,3.945833333,3.866666667,3,3,3,3,1,5,2,apple
4,4.523809524,3.4,3,2,1,1,2,1,1,apple
2,3.535714286,3.8,3.7,5,4,5,5,4,4,apple
4.4,4.6,4.25,4,4,none,none,none,none,none,apple
4,4.2,4.233333333,3,5,3,5,5,5,5,apple
3.03,4.04,2.7875,3.264935065,3,4,4,3,4,3,apple
3.04,3.292424242,5,3.785714286,5,5,5,5,4,4,apple
2.933333333,4,3.508333333,5,5,4,5,5,5,5,apple
3.583333333,3.414285714,4.6,3,5,4,4,4,4,4,apple
1.18,4.82,4.4,4,5,4,4,4,3,2,apple
4.4,3.8,3.96,3,5,3,3,3,3,2,apple
3.2,3.8,5,3,5,4,5,5,5,5,apple
3.244588745,3.897222222,3.454545455,3.147916667,4,3,4,3,4,3,apple
3.5,4.6,4.1,3,5,5,5,4,3,4,apple
3.257142857,4,5,3,5,4,5,4,4,3,apple
3.181111111,3.316666667,2.862962963,3.917361111,4,3,4,4,5,3,apple
3.111428571,3.833333333,4.5,3,4,4,4,2,4,4,apple
3.122222222,4.046666667,3,3.2,3,2,2,2,3,1,apple
3.267142857,4.283333333,3.125,4,4,2,5,1,3,2,apple
2.2,4,5,3,5,none,none,4,none,none,apple
2.67,4.6,4.6,3,4,3,5,3,4,3,apple
3,3.7,3,3.8,3,2,3,2,3,2,apple
3,5,5,4.4,5,5,5,5,5,5,apple
3.325,4.035416667,3.8,3.9,5,4,5,3,4,2,apple
3.48,3.704761905,3.475,3.007539683,4,none,none,none,none,none,apple
2.65,4.533333333,5,3,5,none,none,none,none,none,apple
3,3.6,4.6,1.4,3,none,none,3,none,none,apple
3,4.6,5,3.5,3,none,none,2,none,none,apple
2.811111111,3.8,3.8,4,4,3,5,4,5,4,apple
3.4,4.333333333,3.272727273,3.8,4,1,3,2,4,2,apple
3.477083333,4.0875,4,3,4,2,5,2,4,2,apple
2.935714286,4.027272727,4.5,3.391666667,2,1,1,2,2,1,apple
2.706666667,4.58,2.8,3,3,1,4,3,3,4,apple
4,3.888888889,3.6,3.6,5,5,5,5,5,5,apple
2.9,3,4,3,4,3,3,3,4,4,apple
2.5,4.190666667,2,3,2,2,3,1,3,1,apple
2.222222222,4,3.333333333,3,5,3,5,3,5,5,apple
2.2,4.6,3.454545455,3,4,4,none,2,4,none,apple
1.8,4.1,3.9,4.7,5,3,4,3,3,3,apple
2.692653061,3.66,4.2,3,4,5,5,4,4,5,apple
3.007142857,3.12,3,3.133333333,4,1,4,2,3,2,apple
4,4.43,4,3,5,5,5,5,5,5,apple
2.2,3.690909091,3.4,3,4,4,4,4,3,4,apple
3.64,3.596103896,2.6875,4.6,4,4,4,5,4,4,apple
2.5125,5,3.84,2.892307692,3,none,none,3,none,none,apple
2.773333333,4.1,3,3,4,4,5,3,3,4,apple
3.32,4.475,3,3,4,2,5,3,4,4,apple
2.416666667,3.4,3,3,4,4,3,3,4,3,apple
3.8,4.4,2.5,5,4,none,none,none,none,none,apple
3,3.7,3.8,3,5,4,5,3,4,4,apple
2.771748252,3.7,1,3.333333333,1,1,1,3,3,3,apple
3,2.75,3,3,2,3,2,2,2,2,apple
3.072619048,3.733333333,4.4,4,2,2,2,1,2,2,apple
4.6,3.7,4.6,3,4,2,5,4,3,4,apple
3.4,3.4,4.4,3,4,4,5,3,3,4,apple
2.857142857,3,3,3,5,3,5,4,4,5,apple
3.063020833,4.066666667,3,3.722222222,4,3,5,2,4,1,apple
3.4,4.6,4,3,4,3,4,3,4,4,apple
3.2,3.85,4.2,3,5,5,5,5,5,5,apple
2.416666667,4.126666667,3,3,5,4,4,4,5,5,apple
3,4.6,4,3,5,4,5,3,3,3,apple
3,3.6,3,4,5,4,3,4,3,3,apple
3.825,3.083333333,3,3.6,5,5,5,4,5,5,apple
3,3,4.2,3,5,5,5,5,5,5,apple
2.575,3.72,3.733333333,2.98,3,2,5,2,3,3,apple
3.29375,4,3.6,3,3,1,3,2,4,3,apple
3,3.2,3,3,3,3,2,1,4,1,apple
3,4.4,3.2,3,2,2,1,1,4,1,apple
2.445,4.455,3.266666667,3,3,2,4,2,4,3,apple
2.2,4.3,4.3,3,5,none,none,none,none,none,apple
3.136363636,3.874545455,4.2,3,5,5,5,5,5,5,apple
3,3.453703704,2.75,3.472222222,4,none,none,none,none,none,apple
3.612222222,4.51,4.2,3,5,none,none,none,none,none,apple
2.927272727,4.3,3,4,4,3,5,2,3,4,apple
2.9,3.489606061,4.4,3,3,none,none,3,none,none,apple
2.95,3.9,3.151111111,3,2,none,none,3,none,none,apple
3.5,3.4,4.4,5,5,3,2,4,4,3,apple
